symbol,Patient.1_CL.1,Patient.1_SC.1,Patient.10_CL.1,Patient.10_CL.2,Patient.10_SC.1,Patient.2_CL.1,Patient.2_SC.1,Patient.3_CL.1,Patient.3_SC.1,Patient.4_CL.1,Patient.4_CL.2,Patient.4_CL.3,Patient.4_SC.1,Patient.4_SC.1.1,Patient.5_CL.1,Patient.5_SC.1,Patient.5_SC.2,Patient.6_CL.1,Patient.6_SC.1,Patient.7_CL.1,Patient.7_SC.1,Patient.7_SC.2,Patient.8_CL.1,Patient.8_CL.2,Patient.8_SC.1,Patient.8_SC.2,Patient.8_SC.3,Patient.9_CL.1,Patient.9_SC.1,total
TAS1R3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18
SPARCL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18
ID2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,12,0,0,0,0,0,1,18
C3orf25,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
ADAMTSL2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,6,4,0,0,0,0,0,0,0,18
CORIN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,3,0,0,0,0,1,1,1,0,1,3,0,0,17
PTTG2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,17
CD160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,1,0,0,0,0,0,0,0,17
C4orf33,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
PRICKLE1,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,17
SLC23A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17
FAM53A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17
DCLK2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,17
SARDH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,17
TSNARE1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
NSUN6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,8,0,0,0,0,0,17
CCDC96,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
SETBP1,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
GBP3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,2,0,0,1,0,0,0,0,0,0,0,17
GNGT2,5,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,17
LOC284276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15,0,0,17
FAM115C,0,2,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,6,0,0,3,0,0,0,0,0,17
HCRTR1,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
HOXA9,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
AGFG2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,17
APOC1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
ITGB7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,6,1,2,1,0,0,0,0,0,0,0,17
GVINP1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,0,10,0,0,1,0,0,0,0,0,0,0,0,0,17
C14orf64,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,6,3,1,0,0,0,0,0,1,0,0,17
FLG2,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,3,0,0,0,2,0,2,0,0,0,0,0,2,0,17
SMAD7,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
KITLG,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,17
RPS26P11,1,0,1,0,0,0,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,17
NRCAM,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,17
MLXIPL,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,3,17
GULP1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,0,0,0,0,0,0,0,0,0,17
SLC26A4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,6,0,0,0,0,0,1,0,0,0,0,17
POU5F1,0,0,0,0,0,0,0,0,0,4,1,1,0,2,0,1,0,0,3,0,0,1,0,0,0,0,0,1,3,17
CASC1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14,0,0,0,0,17
GRIPAP1,0,1,0,0,1,0,0,3,0,3,0,0,0,5,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,17
CBX8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,17
ZNF471,0,0,11,0,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17
BRCA1,0,0,1,1,10,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,17
TNNT2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,17
SNHG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,17
ZNF99,0,0,0,0,1,0,0,4,0,0,0,0,0,8,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,17
ZNF208,0,0,0,0,0,0,0,0,0,4,0,1,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,17
EVI5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,0,0,2,2,0,0,0,0,0,17
FLJ13197,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,17
TRMT2B,0,0,0,0,0,2,3,1,0,0,0,0,0,1,0,6,0,0,1,0,3,0,0,0,0,0,0,0,0,17
SLC14A2,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,17
CHST9,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
FMNL3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,17
NTN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17
SPAG6,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,2,8,0,1,0,0,0,0,0,0,0,17
LOC100128788,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,1,0,0,16
C17orf99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,16
GJC1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,0,0,0,2,1,0,0,0,1,0,0,0,1,16
CD96,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,3,0,0,1,0,0,0,0,2,0,0,0,16
RAI1,0,0,0,2,0,0,0,2,0,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
ZNF813,0,0,0,0,0,1,0,0,0,0,1,1,0,7,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,16
COL6A3,0,0,0,0,1,3,1,0,0,0,0,2,1,0,0,0,2,0,1,3,2,0,0,0,0,0,0,0,0,16
FAM43A,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,16
PPM1M,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,12,0,0,0,0,0,16
SLC2A14,0,0,0,0,11,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,16
LINC00239,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
PPP1R36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,16
ABHD12B,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
ZNF383,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,16
KANK4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,0,0,0,2,2,16
FCAR,0,1,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,4,0,0,0,0,0,0,1,16
GSPT2,4,3,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,16
PRPF40B,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,16
ICAM4,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
ZSCAN22,0,0,0,0,1,0,0,0,10,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,16
IL12RB1,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,16
INPP1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
AQP9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,16
SOGA3,0,0,0,0,0,1,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16
VMAC,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,16
FLJ25363,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,1,3,0,0,0,0,16
LRP5,0,0,0,0,0,0,0,4,0,0,0,8,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16
C10orf55,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,16
MMP17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,16
CITED1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,2,0,1,1,0,0,0,0,0,0,0,16
PEX14,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16
GNG2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2,4,1,2,0,1,0,0,16
PEX26,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,6,0,1,0,0,16
DSCAML1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16
SPTBN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,11,0,0,0,0,0,16
CENPK,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
LOC645166,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,16
SIM2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16
SLCO1A2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,1,0,0,1,0,0,0,3,5,16
SNCG,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
SSTR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16
ABCC8,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
BTF3P11,4,0,3,2,0,0,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
SNORA57,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
CCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,16
C1orf135,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,16
C7orf63,0,0,0,0,0,1,0,0,0,0,3,0,0,1,4,0,0,0,0,4,0,0,2,1,0,0,0,0,0,16
ATP8B4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,16
CDC7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16
HIST2H4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,2,0,0,16
SLC4A11,0,0,0,0,6,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,3,1,0,0,16
TMEM107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,0,5,0,0,0,0,0,0,1,1,16
MAML2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,16
MAP1LC3A,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,16
CORO6,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,16
ZNF551,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,16
PLXNA4,0,1,0,0,0,0,0,1,0,0,0,1,7,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,16
MYLK3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,2,5,0,0,0,1,0,16
GPR55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,13,0,0,0,0,0,0,0,0,16
ADAMTS1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16
KIAA0408,0,0,0,0,0,1,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16
CLP1,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,15
CSMD2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,15
GPR62,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,15
LRRC28,0,1,1,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,15
C7orf34,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
ZNF420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15
ADRA1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,13,0,0,0,0,15
HSCB,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15
C4orf26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,0,8,0,0,0,0,0,0,15
ADAMTS17,0,0,0,0,0,2,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,15
DNAH5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,15
ARL13B,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15
YPEL4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,15
GLYATL2,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
BHMT2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,10,1,0,0,0,0,0,15
CNPY4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15
PCDHB5,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15
D4S234E,0,0,0,0,0,1,0,0,8,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,15
IL17C,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
HMGN2P46,1,0,0,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,0,0,1,0,0,15
LINC00324,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
SLC27A6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,15
LOC344967,0,0,0,0,0,0,0,0,0,3,7,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,15
SUMO4,0,1,0,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,15
LDLRAD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15
GDPGP1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15
C5orf63,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15
LRRD1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,4,0,1,0,0,0,0,0,2,1,15
MYCN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,15
IRAK4,0,0,2,0,1,0,1,0,2,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0,1,15
PDE3B,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,6,1,0,1,0,0,0,0,1,0,15
SHQ1,0,0,0,0,4,6,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,15
UEVLD,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,15
C21orf62,0,0,0,0,0,0,0,1,1,1,1,4,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,3,15
CELF4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,15
PLEKHG1,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,15
KIAA1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,6,0,0,0,0,0,2,0,3,1,15
RAD51D,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
BCL6,0,0,0,1,9,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15
ATXN8OS,0,0,0,0,0,0,0,0,0,7,1,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15
CYP3A43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,11,0,0,0,0,0,0,15
SLPI,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
SNORA14B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15
SNORD104,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,15
TSPAN8,0,0,0,0,0,5,1,0,0,0,0,2,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15
RPS15AP10,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,15
OGFOD2,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,15
LIN28A,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,7,0,15
PLEKHS1,0,0,0,0,0,5,0,0,0,1,0,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,15
GPR157,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,1,1,0,0,0,0,15
RBP5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
TSPAN10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,1,6,0,0,0,1,0,0,15
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15
ZNF527,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,0,2,1,2,1,0,0,0,2,15
ZBTB37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15
MCEE,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15
H1FX,3,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,15
PSTPIP1,3,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,15
RG9MTD2,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
GPRIN2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
SEMA6B,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14
C16orf55,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,3,0,0,0,2,1,1,0,0,0,0,0,1,0,14
CSTL1,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,14
TRIM40,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14
MUM1L1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14
SPIN4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
VCAN,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,2,0,14
CCBE1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,2,1,1,2,0,0,0,3,0,1,14
CHST9-AS1,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,1,0,1,0,2,0,4,0,0,0,0,0,0,0,14
ZNF524,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,8,0,0,0,2,0,14
NEK10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,14
SLC10A4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
RANBP3L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
FCER2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,3,0,0,0,0,0,1,0,1,0,0,0,0,14
UNC13A,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
CAND2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
NACAD,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
PCSK9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14
GATA4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
RND1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,14
GLUD2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
ANGPT2,0,1,0,0,0,0,0,0,0,1,1,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,14
ABCB5,0,1,0,2,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,2,1,2,0,1,0,0,0,0,14
RGAG4,0,0,0,11,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
STAC2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,2,4,3,0,0,0,0,0,0,14
ITGA1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14
SAMD5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,5,14
LOC389458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,14
USP27X,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
C11orf92,0,0,1,0,0,0,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2,0,0,3,0,0,14
